gt_answer,pred,question,balanced,perfect_match,correct
right,left,Is the boy to the right or to the left of the glasses the lady is wearing?,False,0,False
table,chair,Which kind of furniture is the orange on?,False,0,False
no,yes,Are there suitcases to the left of the bag the person is wearing?,False,0,False
yes,yes,Is there a door or a window in this scene?,False,1,True
no,yes,Are there any buses or clocks?,False,0,False
yes,,Is this picture showing a field?,False,0,False
yes,,Are the donuts to the right of the crab that is to the right of the cups?,False,0,False
yes,yes,Is the white device to the right of the blue boxes?,False,1,True
no,yes,Do you see men to the right of the bench on the right?,False,0,False
no,yes,Does the Wii have a different color than the wire?,False,0,False
yes,,Are there any open sandwiches in the scene?,False,0,False
yes,,Is the hat black?,False,0,False
right,left,Is the blue couch to the left or to the right of the blue object that is on top of the end table?,False,0,False
no,,Is there any cheese in the image?,False,0,False
no,yes,Are there any boys on the baseball field?,False,0,False
yes,babies,Do you see skateboarders or babies?,False,0,False
yes,yes,Is it outdoors?,False,1,True
no,yes,Is the surfboard to the left of a boy?,False,0,False
no,yes,Are there either fire trucks or trailers?,False,0,False
no,yes,Are there any trays to the right of the clear bowl?,False,0,False
no,yes,Is there a mirror to the right of the person on the bus?,False,0,False
yes,,Does the onion look grilled and brown?,False,0,False
yes,yes,Is there either a fence or a ball in the image?,False,1,True
no,yes,Are there both chimneys and fences in the picture?,False,0,False
bottom,pepperoni,Is the pepperoni in the top part or in the bottom of the photo?,False,0,False
no,yes,Does the logo on the front of the suitcase have red color?,False,0,False
no,yes,Are there any towers to the left of the people that are walking on the sidewalk?,False,0,False
no,,Are there either mannequins or cans in this image?,False,0,False
no,yes,Are there fences in this picture?,False,0,False
yes,,Is there a bat that is black?,False,0,False
no,yes,Do you see either any fences or cars there?,False,0,False
man,rider,Who is on the bicycle?,False,0,False
cabinet,kitchen,What kind of furniture is to the right of the napkin on the table?,False,0,False
yes,yes,Do you see bags that are large?,False,1,True
no,yes,Does the clear sky have white color?,False,0,False
lady,man truck,Who is standing?,True,0,False
yes,yes,Is there a bear that is not adult?,False,1,True
yes,,Are the black glasses on the right?,False,0,False
no,yes,Is the vehicle above the bridge white and short?,False,0,False
cloudy,sunny,What weather conditions appear in this picture?,False,0,False
no,yes,Is the bowl above a lamp?,False,0,False
no,yes,Is there a can in the picture?,False,0,False
no,yes,Do you see any cabinet above the sink?,False,0,False
yes,yes,Are there any bottles?,False,1,True
yes,,Is there a bottle to the left of the woman?,False,0,False
yes,yes,Do the shorts have black color?,False,1,True
no,sandwich,Do you see either a sandwich or lettuce there?,False,0,False
no,yes,Do you see any boys?,False,0,False
yes,,Is there either any mirror or door that is made of metal?,False,0,False
no,,Does the animal on the desk look white?,False,0,False
kite,,What is in the sky?,False,0,False
yes,yes,Are there any plates?,True,1,True
large,car,"Which size is the fan, large or small?",False,0,False
wood,peter,What kind of material is the brown door made of?,False,0,False
no,yes,Do you see safety jackets in this image?,False,0,False
brick,asphalt,What is the sidewalk made of?,True,0,False
yes,yes,Is the train to the left of the other train gray and old?,False,1,True
no,,Are there laptops or keyboards?,False,0,False
man,boy,"Which is older, the man or the boy?",False,0,False
no,yes,Is there either a toast or a tomato in the image?,False,0,False
no,yes,Do you see vans there?,False,0,False
white,,Are the trousers red or white?,False,0,False
right,left,Is the closed umbrella to the left or to the right of the red chair?,True,0,False
yes,yes,Is there any donut or plate in the image?,False,1,True
shelf,,What is the white item of furniture in the picture?,False,0,False
no,yes,Are there any screens to the right of the white device?,False,0,False
black,green,What color is the shirt?,False,0,False
yes,yes,Are there refrigerators in the photograph?,False,1,True
no,yes,Are there cloudy windows?,False,0,False
no,rocker,Is there a bottle or a mirror in the picture?,False,0,False
blanket,blanket,Is this a blanket or a pillow?,False,1,True
white,white,Is the bus white or red?,False,1,True
yes,yes,Do you see any purses to the left of the man that is wearing a cap?,False,1,True
yes,,Is the animal that looks black and brown looking at the black animal?,False,0,False
gray,yellow,Is the bus gray or yellow?,False,0,False
no,,Is there a knife to the right of the bag that is on top of the bread?,False,0,False
no,yes,Are there both a chair and a bottle in the photo?,False,0,False
orange,orange,What kind of fruit is to the left of the juice that is in the top?,False,1,True
yes,,Is there any food in the scene?,False,0,False
no,yes,Are there any balls to the left of the person that is wearing a shoe?,False,0,False
plate,banana,What is located on top of the table?,False,0,False
no,yes,Do you think the grass is tan?,False,0,False
yes,,Are there any women or surfers that are blond?,False,0,False
yes,yes,Is this a gray parking meter?,False,1,True
yes,,Is the large device to the left of the girl that is not old?,False,0,False
no,yes,Do you see a motorcycle to the left of the car?,False,0,False
wood,,What's the cutting board made of?,True,0,False
no,yes,Is there a fence?,False,0,False
refrigerator,microwave,What is the appliance to the right of the appliance that is on top of the counter?,False,0,False
no,yes,Are there any mirrors or chess pieces in this photo?,False,0,False
yes,yes,Is the arrow white?,False,1,True
no,yes,Does the shirt have red color?,False,0,False
no,yes,Is the color of the toilet different than the trash bin?,False,0,False
no,,Are there any surfboards or bicycles in this scene?,False,0,False
right,left,Is the plastic bottle to the right or to the left of the knife?,False,0,False
no,yes,Does the countertop look brown?,False,0,False
no,yes,Is the girl holding a phone?,False,0,False
no,yes,Is the man in the water wearing a watch?,False,0,False
yes,yes,Are the bags in the top of the image?,False,1,True
bed,bed sheet,What is the item of furniture that the bed sheet is on called?,False,0,True
no,maroon,Are there umpires to the left of the helmet that looks maroon?,False,0,False
no,yes,Do you see an umbrella?,False,0,False
no,,Are there any bags to the right of the red fruit?,False,0,False
no,yes,Are there any shelves or chairs?,False,0,False
no,yes,Are there boys to the right of the man that is wearing a shirt?,False,0,False
yes,,Does the grass in front of the bleachers look green?,False,0,False
no,yes,Is there a train in the image that is green?,False,0,False
no,yes,Do you see a fence that is not wooden?,False,0,False
yes,,Do you think the clouds are gray?,False,0,False
bottom,plate,Is the white plate in the top part or in the bottom of the image?,False,0,False
no,yes,Is there a banana to the right of the red bag?,False,0,False
blond,,Is the person to the right of the woman blond or brunette?,False,0,False
no,,Do you see any traffic lights?,False,0,False
yes,yes,Is there a brown door or train in this photo?,False,1,True
yes,yes,Does the man's hair look short and dark?,False,1,True
no,yes,Does the long pillow look blue?,False,0,False
yes,yes,Is the cow thick and fat?,False,1,True
yes,,Is there either a red frisbee or dog?,False,0,False
yes,yes,Are there vans to the left of the vehicle the person walks behind of?,False,1,True
no,yes,Are there motorcycles in the image?,False,0,False
lettuce,,What vegetable is inside the bread?,True,0,False
no,yes,Are there floor lamps in this photograph?,False,0,False
no,,Do you see tents there?,False,0,False
no,,Are there rugs on the floor?,False,0,False
yes,,Do you see any glasses to the left of the man that is not sad?,False,0,False
no,,Is this a red tablecloth?,False,0,False
no,,Is the man that is playing wearing a helmet?,False,0,False
blue,blue,What is the color of the blanket?,False,1,True
olive,,What is the vegetable to the right of the vegetable that looks green?,False,0,False
blue,green,Is the bench made of metal black or blue?,False,0,False
yes,,Is the metal cart to the right of the backpack the person is wearing?,False,0,False
yes,yes,Does the person with the tennis racket appear to be playing?,False,1,True
yes,yes,Do the ceiling and the door have a different colors?,False,1,True
no,yes,Is there any bench above the ground made of brick?,False,0,False
no,,Are there either mirrors or pictures?,False,0,False
yes,,Do you see utensils to the left of the appliance that looks black?,False,0,False
yes,yes,Is the apple to the left of the white potato?,False,1,True
sidewalk,,The bike is where?,False,0,False
no,,Is there either a table or a lamp that is made of metal?,False,0,False
right,right,Is the man to the left or to the right of the person that is to the right of the box?,False,1,True
left,right,Which side of the picture is the passenger on?,True,0,False
no,,Are there either faucets or shelves?,False,0,False
elephant,,What is the gray animal?,False,0,False
yes,,Do you see men to the left of the blue plate?,False,0,False
yes,yes,Is the remote on the left part of the photo?,False,1,True
no,,Is there any chair or cellphone in the picture?,False,0,False
young,young,Does the person on the skateboard look old or young?,False,1,True
no,,Is there either a helmet or a fence in this scene?,False,0,False
man,,Who is wearing the pants?,False,0,False
no,yes,Is the vehicle near the building both long and yellow?,False,0,False
yes,yes,Are there vehicles to the right of the large vehicle?,True,1,True
