answer,image_path,question,source_image_id,sample_dataset,sample_question_id,T2_answer
yes,CLEVR_train_057264.png,There is a blue ball; are there any metal spheres to the left of it?,clevr-057264,clevr,,
1,CLEVR_train_055491.png,How many rubber objects are either tiny blue cylinders or large yellow objects?,clevr-055491,clevr,,1
no,CLEVR_train_049065.png,Do the red matte thing and the cyan metallic cylinder behind the blue metal block have the same size?,clevr-049065,clevr,,yes
yes,CLEVR_train_021704.png,There is a metallic sphere on the right side of the cyan matte thing; is its size the same as the big cyan metallic cylinder?,clevr-021704,clevr,,yes
1,CLEVR_train_069637.png,What number of objects are either rubber spheres that are to the left of the metal cylinder or tiny metal cubes?,clevr-069637,clevr,,2
yes,CLEVR_train_049519.png,Is there anything else that has the same color as the big rubber thing?,clevr-049519,clevr,,yes
rubber,CLEVR_train_063923.png,There is a cylinder behind the big gray ball; what is its material?,clevr-063923,clevr,,metal
yes,CLEVR_train_010135.png,There is a tiny shiny object that is behind the large rubber cylinder; is it the same shape as the tiny gray thing?,clevr-010135,clevr,,yes
yes,CLEVR_train_046364.png,Are the large brown object that is on the right side of the green thing and the red object made of the same material?,clevr-046364,clevr,,yes
1,CLEVR_train_032256.png,How many small metal things are in front of the tiny cyan object and to the right of the green cylinder?,clevr-032256,clevr,,1
rubber,CLEVR_train_045693.png,What material is the big object that is both behind the red matte thing and on the right side of the tiny sphere?,clevr-045693,clevr,,rubber
small,CLEVR_train_045580.png,There is a metallic thing that is both on the left side of the yellow rubber cylinder and behind the large metallic block; what size is it?,clevr-045580,clevr,,small
yes,CLEVR_train_001742.png,Is the number of tiny cyan blocks less than the number of tiny rubber blocks?,clevr-001742,clevr,,yes
metal,CLEVR_train_044934.png,The large yellow cylinder that is in front of the object to the left of the shiny thing that is in front of the yellow metallic cylinder is made of what material?,clevr-044934,clevr,,metal
yes,CLEVR_train_036717.png,Is there a large metal thing that has the same color as the large sphere?,clevr-036717,clevr,,yes
yes,CLEVR_train_011161.png,Is the number of large green things in front of the large green block the same as the number of tiny cyan rubber blocks?,clevr-011161,clevr,,yes
yes,CLEVR_train_027290.png,Is there a cyan block of the same size as the red thing?,clevr-027290,clevr,,yes
yes,CLEVR_train_015044.png,Does the gray shiny cube have the same size as the purple metallic object?,clevr-015044,clevr,,yes
rubber,CLEVR_train_038591.png,The small ball that is to the right of the brown object that is on the right side of the matte ball left of the tiny yellow sphere is made of what material?,clevr-038591,clevr,,metal
no,CLEVR_train_019488.png,Are there fewer purple rubber objects to the left of the tiny blue metal thing than tiny metal things that are behind the purple cylinder?,clevr-019488,clevr,,yes
purple,CLEVR_train_024167.png,What is the color of the shiny block that is in front of the small blue object and on the left side of the small green rubber ball?,clevr-024167,clevr,,green
yes,CLEVR_train_021264.png,Is the size of the matte cylinder that is to the left of the metal cylinder the same as the brown cylinder?,clevr-021264,clevr,,
yes,CLEVR_train_038298.png,There is a red metal cube; is its size the same as the purple matte object that is behind the purple cube?,clevr-038298,clevr,,yes
2,CLEVR_train_015195.png,How many large things are both right of the gray sphere and in front of the yellow thing?,clevr-015195,clevr,,1
blue,CLEVR_train_046239.png,What color is the object that is behind the red block and on the left side of the purple thing?,clevr-046239,clevr,,brown
2,CLEVR_train_020766.png,What number of other things are there of the same shape as the small yellow metal thing?,clevr-020766,clevr,,2
yes,CLEVR_train_028265.png,Are there more large rubber objects than tiny purple metallic things?,clevr-028265,clevr,,yes
yes,CLEVR_train_046395.png,Is the color of the small rubber cube in front of the brown rubber block the same as the metallic thing to the right of the small cyan cylinder?,clevr-046395,clevr,,yes
green,CLEVR_train_066218.png,The big rubber sphere is what color?,clevr-066218,clevr,,green
2,CLEVR_train_014039.png,How many shiny things are there?,clevr-014039,clevr,,2
blue,CLEVR_train_003806.png,What is the color of the rubber object that is to the left of the big purple metallic cylinder?,clevr-003806,clevr,,blue
1,CLEVR_train_064805.png,What number of objects are either small rubber objects in front of the gray matte thing or big purple cylinders?,clevr-064805,clevr,,2
yes,CLEVR_train_005303.png,There is a large metallic object behind the matte cylinder; is it the same shape as the tiny green metal thing?,clevr-005303,clevr,,yes
gray,CLEVR_train_053307.png,There is a small metallic thing behind the tiny metallic ball; what is its color?,clevr-053307,clevr,,brown
0,CLEVR_train_037231.png,How many large things are either yellow objects or red rubber cubes?,clevr-037231,clevr,,1
no,CLEVR_train_016243.png,Is there a shiny cylinder of the same color as the large rubber object?,clevr-016243,clevr,,yes
sphere,CLEVR_train_035333.png,There is a object that is the same color as the small matte cube; what is its shape?,clevr-035333,clevr,,sphere
rubber,CLEVR_train_006267.png,There is a thing that is both in front of the red cylinder and right of the small matte cube; what material is it made of?,clevr-006267,clevr,,rubber
1,CLEVR_train_033475.png,What number of other objects are there of the same size as the yellow object?,clevr-033475,clevr,,2
no,CLEVR_train_022757.png,Is the shape of the big gray object the same as the large matte thing behind the large gray thing?,clevr-022757,clevr,,yes
rubber,CLEVR_train_017311.png,What material is the large green thing that is the same shape as the tiny red shiny thing?,clevr-017311,clevr,,metal
no,CLEVR_train_014566.png,Is the number of cyan things right of the gray matte ball less than the number of gray spheres to the left of the large cyan thing?,clevr-014566,clevr,,yes
no,CLEVR_train_048289.png,Are there more tiny spheres that are on the left side of the small green block than big red rubber cylinders?,clevr-048289,clevr,,yes
0,CLEVR_train_044178.png,There is a tiny blue sphere; how many small blue matte balls are behind it?,clevr-044178,clevr,,0
0,CLEVR_train_069820.png,How many big shiny cylinders are on the right side of the big purple cylinder and behind the yellow shiny object?,clevr-069820,clevr,,0
yes,CLEVR_train_065239.png,Does the cyan cube have the same size as the purple cylinder?,clevr-065239,clevr,,yes
1,CLEVR_train_028271.png,How many metallic things are either large blue spheres or cyan cubes?,clevr-028271,clevr,,2
1,CLEVR_train_047683.png,What number of spheres are either tiny green metal objects or large things?,clevr-047683,clevr,,2
2,CLEVR_train_038438.png,What number of cyan objects are big shiny cylinders or small rubber objects?,clevr-038438,clevr,,0
yes,CLEVR_train_068485.png,Is the shape of the large metallic thing the same as the matte thing?,clevr-068485,clevr,,yes
yes,CLEVR_train_031051.png,Are there any tiny cubes that have the same color as the big matte ball?,clevr-031051,clevr,,yes
small,CLEVR_train_033603.png,What is the size of the gray shiny thing to the left of the metal ball to the right of the ball on the left side of the small purple cylinder?,clevr-033603,clevr,,small
green,CLEVR_train_064208.png,There is a matte cylinder that is the same size as the shiny block; what color is it?,clevr-064208,clevr,,yellow
gray,CLEVR_train_060072.png,There is a small metal cylinder that is on the right side of the yellow cube behind the red rubber thing right of the red rubber cylinder; what color is it?,clevr-060072,clevr,,yellow
1,CLEVR_train_004611.png,How many yellow spheres are to the left of the yellow sphere on the right side of the blue rubber cylinder?,clevr-004611,clevr,,0
small,CLEVR_train_001947.png,How big is the thing that is in front of the purple matte cube and behind the big gray thing?,clevr-001947,clevr,,small
small,CLEVR_train_029190.png,There is a cylinder that is on the left side of the large metallic thing and in front of the blue metallic sphere; how big is it?,clevr-029190,clevr,,small
yes,CLEVR_train_029173.png,Is there a metal thing of the same size as the yellow metal sphere?,clevr-029173,clevr,,yes
no,CLEVR_train_045613.png,Is there a rubber cylinder of the same size as the yellow metallic thing?,clevr-045613,clevr,,yes
no,CLEVR_train_064250.png,There is a blue cube that is in front of the big cyan thing; are there any big purple shiny things right of it?,clevr-064250,clevr,,
yes,CLEVR_train_053442.png,There is a matte cube; is its color the same as the large cylinder that is right of the yellow metallic thing?,clevr-053442,clevr,,yes
yes,CLEVR_train_004128.png,Is the number of small cubes that are to the left of the large thing greater than the number of large brown metallic spheres?,clevr-004128,clevr,,yes
large,CLEVR_train_027705.png,What size is the rubber ball that is the same color as the big matte cylinder?,clevr-027705,clevr,,small
yes,CLEVR_train_034953.png,Are there the same number of small brown objects that are behind the brown sphere and tiny red matte spheres?,clevr-034953,clevr,,yes
small,CLEVR_train_043497.png,There is another shiny cylinder that is the same color as the large metallic cylinder; what size is it?,clevr-043497,clevr,,small
cylinder,CLEVR_train_061224.png,There is a brown object that is the same size as the yellow thing; what shape is it?,clevr-061224,clevr,,cube
3,CLEVR_train_039788.png,How many things are in front of the small gray shiny thing?,clevr-039788,clevr,,2
no,CLEVR_train_007007.png,Is the size of the purple cylinder the same as the purple block that is on the left side of the tiny matte cube?,clevr-007007,clevr,,yes
cube,CLEVR_train_049166.png,There is a matte object in front of the small cyan metallic object; what is its shape?,clevr-049166,clevr,,sphere
2,CLEVR_train_033955.png,How many things are brown cylinders behind the brown matte cylinder or big cylinders that are in front of the yellow object?,clevr-033955,clevr,,2
